truck_id,month,trips_completed,total_miles,total_revenue,average_mpg,maintenance_events,maintenance_cost,downtime_hours,utilization_rate
TRK00026,2024-08-01,30,44114,91035.51,6.57,0,0.0,1970-01-01 00:00:00.000000000,0.968
TRK00026,2024-09-01,28,40297,85507.81,6.34,0,0.0,1970-01-01 00:00:00.000000000,0.933
TRK00026,2024-10-01,27,38432,79266.44,6.53,1,2411.51,1970-01-01 00:00:00.000000029,0.871
TRK00026,2024-11-01,28,35837,75037.17,6.23,1,3629.85,1970-01-01 00:00:00.000000008,0.933
TRK00026,2024-12-01,24,36259,74579.41,6.6,2,4211.63,1970-01-01 00:00:00.000000040,0.774
TRK00029,2022-01-01,27,34828,77901.7,6.57,4,5962.27,1970-01-01 00:00:00.000000072,0.871
TRK00029,2022-02-01,19,26039,52315.0,6.21,1,1123.08,1970-01-01 00:00:00.000000008,0.679
TRK00029,2022-03-01,30,35033,81584.44,6.63,1,505.92,1970-01-01 00:00:00.000000013,0.968
TRK00029,2022-04-01,17,30037,64163.13,6.55,0,0.0,1970-01-01 00:00:00.000000000,0.567
TRK00029,2022-05-01,24,29584,62712.71,6.73,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00029,2022-06-01,22,35341,76632.37,6.52,1,2242.57,1970-01-01 00:00:00.000000012,0.733
TRK00029,2022-07-01,26,32033,67507.85,6.57,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00029,2022-08-01,26,36485,78854.56,6.14,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00029,2022-09-01,26,45247,97667.88,6.51,0,0.0,1970-01-01 00:00:00.000000000,0.867
TRK00029,2022-10-01,28,35444,74495.6,6.5,0,0.0,1970-01-01 00:00:00.000000000,0.903
TRK00029,2022-11-01,36,52770,112365.63,6.43,1,800.78,1970-01-01 00:00:00.000000018,1.2
TRK00029,2022-12-01,23,38114,82988.29,6.47,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00029,2023-01-01,22,37038,79649.72,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00029,2023-02-01,28,45142,97627.84,6.24,1,1196.55,1970-01-01 00:00:00.000000039,1.0
TRK00029,2023-03-01,31,47069,103548.24,6.56,2,5159.06,1970-01-01 00:00:00.000000034,1.0
TRK00029,2023-04-01,25,31841,71493.27,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.833
TRK00029,2023-05-01,34,45577,101261.03,6.44,1,811.9,1970-01-01 00:00:00.000000023,1.097
TRK00029,2023-06-01,23,37467,81334.24,6.24,0,0.0,1970-01-01 00:00:00.000000000,0.767
TRK00029,2023-07-01,24,36679,73486.46,6.6,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00029,2023-08-01,27,47402,101970.85,6.42,1,2502.4,1970-01-01 00:00:00.000000003,0.871
TRK00029,2023-09-01,20,28973,55725.49,6.55,2,6004.56,1970-01-01 00:00:00.000000056,0.667
TRK00029,2023-10-01,27,39726,86805.8,6.49,1,1840.09,1970-01-01 00:00:00.000000038,0.871
TRK00029,2023-11-01,23,30757,64543.28,6.41,1,1038.18,1970-01-01 00:00:00.000000043,0.767
TRK00029,2023-12-01,14,18916,37979.33,6.49,1,1400.36,1970-01-01 00:00:00.000000042,0.452
TRK00029,2024-01-01,24,37601,77995.2,6.59,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00029,2024-02-01,25,34027,74452.65,6.58,0,0.0,1970-01-01 00:00:00.000000000,0.862
TRK00029,2024-03-01,23,30176,59534.33,6.67,1,1265.22,1970-01-01 00:00:00.000000024,0.742
TRK00029,2024-04-01,26,37608,80744.77,6.51,0,0.0,1970-01-01 00:00:00.000000000,0.867
TRK00029,2024-05-01,14,19976,42155.82,6.58,1,162.27,1970-01-01 00:00:00.000000043,0.452
TRK00029,2024-06-01,23,33008,64542.46,6.66,1,3751.12,1970-01-01 00:00:00.000000019,0.767
TRK00029,2024-07-01,19,23268,50132.95,6.48,1,3165.27,1970-01-01 00:00:00.000000039,0.613
TRK00029,2024-08-01,23,36983,78051.23,6.47,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00029,2024-09-01,28,35171,77880.03,6.52,0,0.0,1970-01-01 00:00:00.000000000,0.933
TRK00029,2024-10-01,23,37928,83448.21,6.52,1,845.11,1970-01-01 00:00:00.000000006,0.742
TRK00029,2024-11-01,21,31255,70028.07,6.65,0,0.0,1970-01-01 00:00:00.000000000,0.7
TRK00029,2024-12-01,26,38169,75574.82,6.59,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00030,2022-01-01,27,41785,94029.15,6.52,0,0.0,1970-01-01 00:00:00.000000000,0.871
TRK00030,2022-02-01,27,31724,66364.57,6.62,0,0.0,1970-01-01 00:00:00.000000000,0.964
TRK00030,2022-03-01,16,26547,58149.55,6.3,0,0.0,1970-01-01 00:00:00.000000000,0.516
TRK00030,2022-04-01,19,25858,55430.74,6.52,1,3681.29,1970-01-01 00:00:00.000000041,0.633
TRK00030,2022-05-01,30,44952,101442.33,6.38,1,2048.98,1970-01-01 00:00:00.000000046,0.968
TRK00030,2022-06-01,19,27166,55631.61,6.31,0,0.0,1970-01-01 00:00:00.000000000,0.633
TRK00030,2022-07-01,24,32547,67193.05,6.61,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00030,2022-08-01,22,31233,65096.7,6.2,1,833.15,1970-01-01 00:00:00.000000006,0.71
TRK00030,2022-09-01,20,31683,64560.45,6.47,0,0.0,1970-01-01 00:00:00.000000000,0.667
TRK00030,2022-10-01,28,40485,80057.51,6.58,2,4050.36,1970-01-01 00:00:00.000000047,0.903
TRK00030,2022-11-01,16,24419,52862.39,6.6,0,0.0,1970-01-01 00:00:00.000000000,0.533
TRK00030,2022-12-01,28,32148,70603.38,6.42,1,611.76,1970-01-01 00:00:00.000000034,0.903
TRK00030,2023-01-01,25,39178,83525.83,6.58,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00030,2023-02-01,21,24886,47702.56,6.53,1,690.86,1970-01-01 00:00:00.000000004,0.75
TRK00030,2023-03-01,21,32413,67659.48,6.44,2,3154.28,1970-01-01 00:00:00.000000056,0.677
TRK00030,2023-04-01,23,35562,79466.61,6.56,2,4815.77,1970-01-01 00:00:00.000000081,0.767
TRK00030,2023-05-01,30,45002,93729.14,6.4,1,2227.93,1970-01-01 00:00:00.000000004,0.968
TRK00030,2023-06-01,16,23830,49923.24,6.52,1,2108.8,1970-01-01 00:00:00.000000008,0.533
TRK00030,2023-07-01,22,27715,61393.03,6.27,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00030,2023-08-01,25,39074,83627.53,6.62,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00030,2023-09-01,30,39776,83582.74,6.28,0,0.0,1970-01-01 00:00:00.000000000,1.0
TRK00030,2023-10-01,39,51318,105340.3,6.45,3,5107.39,1970-01-01 00:00:00.000000051,1.258
TRK00030,2023-11-01,26,40651,88055.45,6.44,0,0.0,1970-01-01 00:00:00.000000000,0.867
TRK00030,2023-12-01,32,46065,97297.6,6.49,0,0.0,1970-01-01 00:00:00.000000000,1.032
TRK00030,2024-01-01,26,38702,79769.81,6.63,1,2830.65,1970-01-01 00:00:00.000000028,0.839
TRK00030,2024-02-01,22,33589,72190.45,6.56,2,5603.41,1970-01-01 00:00:00.000000059,0.759
TRK00030,2024-03-01,26,33609,70550.55,6.62,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00030,2024-04-01,27,44350,98507.34,6.32,1,2680.99,1970-01-01 00:00:00.000000005,0.9
TRK00030,2024-05-01,26,39047,89282.26,6.45,1,770.21,1970-01-01 00:00:00.000000006,0.839
TRK00030,2024-06-01,25,36660,82395.3,6.51,1,268.84,1970-01-01 00:00:00.000000010,0.833
TRK00030,2024-07-01,18,29651,66773.46,6.5,1,1304.85,1970-01-01 00:00:00.000000013,0.581
TRK00030,2024-08-01,31,36325,75975.4,6.64,1,3600.83,1970-01-01 00:00:00.000000038,1.0
TRK00030,2024-09-01,30,46289,93048.93,6.48,0,0.0,1970-01-01 00:00:00.000000000,1.0
TRK00030,2024-10-01,30,45602,101704.91,6.48,3,4084.2,1970-01-01 00:00:00.000000084,0.968
TRK00030,2024-11-01,21,34551,74357.85,6.55,1,2853.41,1970-01-01 00:00:00.000000047,0.7
TRK00030,2024-12-01,26,42025,100086.59,6.61,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00031,2022-01-01,33,48498,104553.87,6.57,0,0.0,1970-01-01 00:00:00.000000000,1.065
TRK00031,2022-02-01,21,24768,52743.42,6.52,1,330.18,1970-01-01 00:00:00.000000021,0.75
TRK00031,2022-03-01,33,48617,104253.88,6.4,1,1591.12,1970-01-01 00:00:00.000000038,1.065
TRK00031,2022-04-01,21,31725,66457.98,6.54,0,0.0,1970-01-01 00:00:00.000000000,0.7
TRK00031,2022-05-01,32,41630,90254.02,6.52,1,346.36,1970-01-01 00:00:00.000000011,1.032
TRK00031,2022-06-01,29,45525,102175.38,6.4,0,0.0,1970-01-01 00:00:00.000000000,0.967
TRK00031,2022-07-01,32,48133,103014.67,6.58,4,9639.16,1970-01-01 00:00:00.000000105,1.032
TRK00031,2022-08-01,34,47238,103250.68,6.6,0,0.0,1970-01-01 00:00:00.000000000,1.097
TRK00031,2022-09-01,20,32782,75123.38,6.35,0,0.0,1970-01-01 00:00:00.000000000,0.667
TRK00031,2022-10-01,19,27585,60336.85,6.46,1,2319.38,1970-01-01 00:00:00.000000046,0.613
TRK00031,2022-11-01,27,45142,100479.12,6.48,0,0.0,1970-01-01 00:00:00.000000000,0.9
TRK00031,2022-12-01,27,36483,78741.28,6.33,0,0.0,1970-01-01 00:00:00.000000000,0.871
TRK00031,2023-01-01,27,41502,84104.3,6.62,0,0.0,1970-01-01 00:00:00.000000000,0.871
TRK00031,2023-02-01,28,37587,89482.47,6.45,1,3173.7,1970-01-01 00:00:00.000000011,1.0
TRK00031,2023-03-01,20,31652,68820.77,6.4,2,4761.63,1970-01-01 00:00:00.000000033,0.645
TRK00031,2023-04-01,23,31047,68501.99,6.44,0,0.0,1970-01-01 00:00:00.000000000,0.767
TRK00031,2023-05-01,17,23686,55798.32,6.57,1,1450.95,1970-01-01 00:00:00.000000039,0.548
TRK00031,2023-06-01,21,35289,80937.18,6.47,1,3363.27,1970-01-01 00:00:00.000000041,0.7
TRK00031,2023-07-01,29,39213,75399.3,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.935
TRK00031,2023-08-01,25,35863,78400.08,6.53,1,1737.62,1970-01-01 00:00:00.000000020,0.806
TRK00031,2023-09-01,30,42533,92642.5,6.37,0,0.0,1970-01-01 00:00:00.000000000,1.0
TRK00031,2023-10-01,24,38337,77587.43,6.41,1,2609.74,1970-01-01 00:00:00.000000029,0.774
TRK00031,2023-11-01,32,49576,110326.74,6.32,2,3296.65,1970-01-01 00:00:00.000000055,1.067
TRK00031,2023-12-01,26,40401,88149.87,6.51,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00031,2024-01-01,34,49160,104563.2,6.42,1,3720.19,1970-01-01 00:00:00.000000002,1.097
TRK00031,2024-02-01,24,35793,76706.51,6.34,1,2507.93,1970-01-01 00:00:00.000000007,0.828
TRK00031,2024-03-01,30,34733,77391.83,6.5,0,0.0,1970-01-01 00:00:00.000000000,0.968
TRK00031,2024-04-01,29,38528,89114.67,6.58,0,0.0,1970-01-01 00:00:00.000000000,0.967
TRK00031,2024-05-01,24,25321,52503.06,6.64,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00031,2024-06-01,23,32671,74120.36,6.4,0,0.0,1970-01-01 00:00:00.000000000,0.767
TRK00031,2024-07-01,14,19541,43396.37,6.6,0,0.0,1970-01-01 00:00:00.000000000,0.452
TRK00031,2024-08-01,24,26809,58584.3,6.44,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00031,2024-09-01,28,34862,75521.19,6.54,0,0.0,1970-01-01 00:00:00.000000000,0.933
TRK00031,2024-10-01,38,50461,114790.95,6.59,1,2297.36,1970-01-01 00:00:00.000000017,1.226
TRK00031,2024-11-01,19,26435,53830.46,6.72,1,2738.25,1970-01-01 00:00:00.000000010,0.633
TRK00031,2024-12-01,24,32126,71568.59,6.52,3,4438.41,1970-01-01 00:00:00.000000085,0.774
TRK00033,2022-01-01,26,34819,74381.53,6.51,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00033,2022-02-01,17,20910,46044.57,6.57,0,0.0,1970-01-01 00:00:00.000000000,0.607
TRK00033,2022-03-01,34,50256,109550.05,6.53,4,9055.41,1970-01-01 00:00:00.000000139,1.097
TRK00033,2022-04-01,24,30962,66977.01,6.44,1,3983.59,1970-01-01 00:00:00.000000027,0.8
TRK00033,2022-05-01,30,43287,99231.61,6.51,1,310.52,1970-01-01 00:00:00.000000020,0.968
TRK00033,2022-06-01,32,46166,97416.27,6.5,1,3139.37,1970-01-01 00:00:00.000000009,1.067
TRK00033,2022-07-01,23,31820,64714.65,6.5,1,1029.53,1970-01-01 00:00:00.000000041,0.742
TRK00033,2022-08-01,16,18418,40897.51,6.53,1,666.0,1970-01-01 00:00:00.000000034,0.516
TRK00033,2022-09-01,22,29188,62302.14,6.57,1,3564.46,1970-01-01 00:00:00.000000040,0.733
TRK00033,2022-10-01,35,55757,123182.96,6.46,1,2916.26,1970-01-01 00:00:00.000000036,1.129
TRK00033,2022-11-01,29,34586,69521.43,6.47,1,1676.16,1970-01-01 00:00:00.000000006,0.967
TRK00033,2022-12-01,22,24934,51927.78,6.7,1,1001.31,1970-01-01 00:00:00.000000043,0.71
TRK00033,2023-01-01,26,42570,91331.98,6.41,2,3754.42,1970-01-01 00:00:00.000000045,0.839
TRK00033,2023-02-01,16,25273,49760.53,6.32,0,0.0,1970-01-01 00:00:00.000000000,0.571
TRK00033,2023-03-01,22,31039,70278.69,6.39,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00033,2023-04-01,28,35100,77680.99,6.39,1,818.96,1970-01-01 00:00:00.000000035,0.933
TRK00033,2023-05-01,35,54532,118823.73,6.72,1,1033.98,1970-01-01 00:00:00.000000026,1.129
TRK00033,2023-06-01,27,33161,71171.61,6.4,1,1572.78,1970-01-01 00:00:00.000000046,0.9
TRK00033,2023-07-01,29,41660,88293.13,6.63,1,3749.65,1970-01-01 00:00:00.000000020,0.935
TRK00033,2023-08-01,26,44149,90030.8,6.61,2,2489.9,1970-01-01 00:00:00.000000058,0.839
TRK00033,2023-09-01,25,33729,68680.82,6.55,2,6954.26,1970-01-01 00:00:00.000000016,0.833
TRK00033,2023-10-01,23,37141,78583.72,6.6,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00033,2023-11-01,18,22501,48451.2,6.65,0,0.0,1970-01-01 00:00:00.000000000,0.6
TRK00033,2023-12-01,18,29523,63772.84,6.44,1,2173.78,1970-01-01 00:00:00.000000027,0.581
TRK00033,2024-01-01,25,37498,80403.61,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00033,2024-02-01,23,32655,71024.23,6.37,2,5095.72,1970-01-01 00:00:00.000000049,0.793
TRK00033,2024-03-01,25,29787,63988.8,6.39,1,3260.25,1970-01-01 00:00:00.000000020,0.806
TRK00033,2024-04-01,18,24455,53881.75,6.51,0,0.0,1970-01-01 00:00:00.000000000,0.6
TRK00033,2024-05-01,21,31006,65581.01,6.48,0,0.0,1970-01-01 00:00:00.000000000,0.677
TRK00033,2024-06-01,30,39383,88932.11,6.52,1,2477.95,1970-01-01 00:00:00.000000033,1.0
TRK00033,2024-07-01,27,38371,78832.63,6.54,1,2995.43,1970-01-01 00:00:00.000000036,0.871
TRK00033,2024-08-01,19,30083,66014.68,6.57,3,3794.74,1970-01-01 00:00:00.000000093,0.613
TRK00033,2024-09-01,29,41688,97401.8,6.56,0,0.0,1970-01-01 00:00:00.000000000,0.967
TRK00033,2024-10-01,31,38990,82303.09,6.38,0,0.0,1970-01-01 00:00:00.000000000,1.0
TRK00033,2024-11-01,28,38674,78856.38,6.49,0,0.0,1970-01-01 00:00:00.000000000,0.933
TRK00033,2024-12-01,29,40356,88037.4,6.47,0,0.0,1970-01-01 00:00:00.000000000,0.935
TRK00035,2022-01-01,17,29302,66750.62,6.69,0,0.0,1970-01-01 00:00:00.000000000,0.548
TRK00035,2022-02-01,24,41587,86153.62,6.41,2,2783.2,1970-01-01 00:00:00.000000054,0.857
TRK00035,2022-03-01,32,47053,109784.51,6.64,2,6100.16,1970-01-01 00:00:00.000000025,1.032
TRK00035,2022-04-01,26,37503,80923.05,6.58,0,0.0,1970-01-01 00:00:00.000000000,0.867
TRK00035,2022-05-01,22,31385,69079.42,6.37,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00035,2022-06-01,33,51629,104624.32,6.54,0,0.0,1970-01-01 00:00:00.000000000,1.1
TRK00035,2022-07-01,29,35915,79914.81,6.48,0,0.0,1970-01-01 00:00:00.000000000,0.935
TRK00035,2022-08-01,23,39450,87111.74,6.69,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00035,2022-09-01,27,41460,85254.03,6.66,0,0.0,1970-01-01 00:00:00.000000000,0.9
TRK00035,2022-10-01,21,26080,59811.66,6.5,1,209.01,1970-01-01 00:00:00.000000024,0.677
TRK00035,2022-11-01,23,32324,76372.3,6.09,0,0.0,1970-01-01 00:00:00.000000000,0.767
TRK00035,2022-12-01,31,38033,86441.25,6.58,0,0.0,1970-01-01 00:00:00.000000000,1.0
TRK00035,2023-01-01,32,47301,101600.95,6.53,3,6735.27,1970-01-01 00:00:00.000000076,1.032
TRK00035,2023-02-01,20,34661,78588.87,6.59,1,2403.87,1970-01-01 00:00:00.000000047,0.714
TRK00035,2023-03-01,27,31873,67568.36,6.46,0,0.0,1970-01-01 00:00:00.000000000,0.871
TRK00035,2023-04-01,29,44347,101961.65,6.46,0,0.0,1970-01-01 00:00:00.000000000,0.967
TRK00035,2023-05-01,23,38663,82923.77,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00035,2023-06-01,28,45081,102467.68,6.35,1,3872.84,1970-01-01 00:00:00.000000019,0.933
TRK00035,2023-07-01,20,31653,69128.49,6.48,0,0.0,1970-01-01 00:00:00.000000000,0.645
TRK00035,2023-08-01,22,30934,62606.0,6.34,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00035,2023-09-01,22,31903,62645.45,6.46,0,0.0,1970-01-01 00:00:00.000000000,0.733
TRK00035,2023-10-01,31,42283,93088.74,6.53,3,4060.23,1970-01-01 00:00:00.000000065,1.0
TRK00035,2023-11-01,28,37496,75283.24,6.52,0,0.0,1970-01-01 00:00:00.000000000,0.933
TRK00035,2023-12-01,25,36984,83521.96,6.41,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00035,2024-01-01,22,36534,78853.17,6.46,1,3215.85,1970-01-01 00:00:00.000000011,0.71
TRK00035,2024-02-01,22,24913,50993.31,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.759
TRK00035,2024-03-01,24,36153,85507.13,6.47,2,5366.02,1970-01-01 00:00:00.000000062,0.774
TRK00035,2024-04-01,22,31564,64182.86,6.53,0,0.0,1970-01-01 00:00:00.000000000,0.733
TRK00035,2024-05-01,25,37506,80553.58,6.42,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00035,2024-06-01,32,44389,98172.89,6.59,1,480.4,1970-01-01 00:00:00.000000041,1.067
TRK00035,2024-07-01,24,35444,76804.93,6.63,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00035,2024-08-01,20,29562,61206.53,6.55,0,0.0,1970-01-01 00:00:00.000000000,0.645
TRK00035,2024-09-01,35,49144,109241.38,6.58,0,0.0,1970-01-01 00:00:00.000000000,1.167
TRK00035,2024-10-01,23,30595,67045.87,6.45,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00035,2024-11-01,34,36394,80839.16,6.38,0,0.0,1970-01-01 00:00:00.000000000,1.133
TRK00035,2024-12-01,34,46704,99205.52,6.56,2,5725.45,1970-01-01 00:00:00.000000088,1.097
TRK00036,2022-01-01,29,36775,73114.62,6.61,1,3318.78,1970-01-01 00:00:00.000000022,0.935
TRK00036,2022-02-01,22,25842,56279.89,6.59,0,0.0,1970-01-01 00:00:00.000000000,0.786
TRK00036,2022-03-01,23,35372,72349.19,6.48,0,0.0,1970-01-01 00:00:00.000000000,0.742
TRK00036,2022-04-01,16,21657,45915.27,6.29,0,0.0,1970-01-01 00:00:00.000000000,0.533
TRK00036,2022-05-01,20,25979,62668.28,6.47,0,0.0,1970-01-01 00:00:00.000000000,0.645
TRK00036,2022-06-01,20,27865,59655.8,6.66,0,0.0,1970-01-01 00:00:00.000000000,0.667
TRK00036,2022-07-01,26,41613,92797.28,6.61,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00036,2022-08-01,24,30472,64224.38,6.59,3,7276.32,1970-01-01 00:00:00.000000022,0.774
TRK00036,2022-09-01,20,32593,72110.97,6.53,1,294.86,1970-01-01 00:00:00.000000034,0.667
TRK00036,2022-10-01,31,46878,95782.76,6.5,1,1039.47,1970-01-01 00:00:00.000000045,1.0
TRK00036,2022-11-01,27,38449,88491.73,6.57,0,0.0,1970-01-01 00:00:00.000000000,0.9
TRK00036,2022-12-01,25,32090,66620.98,6.53,0,0.0,1970-01-01 00:00:00.000000000,0.806
TRK00036,2023-01-01,33,46709,93631.92,6.33,0,0.0,1970-01-01 00:00:00.000000000,1.065
TRK00036,2023-02-01,21,31835,64103.61,6.6,0,0.0,1970-01-01 00:00:00.000000000,0.75
TRK00036,2023-03-01,24,33801,72967.31,6.62,0,0.0,1970-01-01 00:00:00.000000000,0.774
TRK00036,2023-04-01,29,38245,88355.08,6.57,0,0.0,1970-01-01 00:00:00.000000000,0.967
TRK00036,2023-05-01,20,26854,56054.73,6.35,0,0.0,1970-01-01 00:00:00.000000000,0.645
TRK00036,2023-06-01,21,21788,47039.44,6.6,0,0.0,1970-01-01 00:00:00.000000000,0.7
TRK00036,2023-07-01,23,30241,60577.68,6.54,1,2044.3,1970-01-01 00:00:00.000000014,0.742
TRK00036,2023-08-01,22,31392,71634.77,6.57,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00036,2023-09-01,27,42939,91838.03,6.57,0,0.0,1970-01-01 00:00:00.000000000,0.9
TRK00036,2023-10-01,20,26473,57700.79,6.38,0,0.0,1970-01-01 00:00:00.000000000,0.645
TRK00036,2023-11-01,18,29264,58642.01,6.25,0,0.0,1970-01-01 00:00:00.000000000,0.6
TRK00036,2023-12-01,26,34063,72689.18,6.68,1,2377.81,1970-01-01 00:00:00.000000046,0.839
TRK00036,2024-01-01,20,29082,64878.78,6.52,0,0.0,1970-01-01 00:00:00.000000000,0.645
TRK00036,2024-02-01,25,36749,73358.76,6.51,1,1229.81,1970-01-01 00:00:00.000000040,0.862
TRK00036,2024-03-01,21,24039,53726.7,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.677
TRK00036,2024-04-01,22,33507,66548.31,6.67,1,2802.34,1970-01-01 00:00:00.000000021,0.733
TRK00036,2024-05-01,21,31620,69680.6,6.2,0,0.0,1970-01-01 00:00:00.000000000,0.677
TRK00036,2024-06-01,26,36238,76904.42,6.46,0,0.0,1970-01-01 00:00:00.000000000,0.867
TRK00036,2024-07-01,26,34433,76581.72,6.74,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00036,2024-08-01,27,32536,71084.99,6.28,0,0.0,1970-01-01 00:00:00.000000000,0.871
TRK00036,2024-09-01,21,32566,69033.65,6.35,1,1768.69,1970-01-01 00:00:00.000000017,0.7
TRK00036,2024-10-01,35,51550,109080.17,6.69,1,3493.65,1970-01-01 00:00:00.000000036,1.129
TRK00036,2024-11-01,29,37325,82614.47,6.57,1,401.2,1970-01-01 00:00:00.000000009,0.967
TRK00036,2024-12-01,27,36995,82551.32,6.48,1,1475.18,1970-01-01 00:00:00.000000013,0.871
TRK00038,2022-01-01,19,31261,67925.51,6.63,1,2269.04,1970-01-01 00:00:00.000000003,0.613
TRK00038,2022-02-01,19,22612,45745.33,6.49,1,602.1,1970-01-01 00:00:00.000000036,0.679
TRK00038,2022-03-01,30,42694,93322.46,6.38,0,0.0,1970-01-01 00:00:00.000000000,0.968
TRK00038,2022-04-01,25,28964,62402.41,6.6,1,2481.09,1970-01-01 00:00:00.000000008,0.833
TRK00038,2022-05-01,39,54409,122121.42,6.4,1,3013.93,1970-01-01 00:00:00.000000024,1.258
TRK00038,2022-06-01,22,28296,62842.35,6.52,1,2861.08,1970-01-01 00:00:00.000000009,0.733
TRK00038,2022-07-01,19,24972,51282.91,6.49,1,3304.99,1970-01-01 00:00:00.000000027,0.613
TRK00038,2022-08-01,26,36496,74406.15,6.38,0,0.0,1970-01-01 00:00:00.000000000,0.839
TRK00038,2022-09-01,36,49645,111523.44,6.42,1,2371.1,1970-01-01 00:00:00.000000043,1.2
TRK00038,2022-10-01,16,21705,47718.45,6.32,1,1619.84,1970-01-01 00:00:00.000000028,0.516
TRK00038,2022-11-01,26,43377,94130.69,6.43,1,3821.13,1970-01-01 00:00:00.000000026,0.867
TRK00038,2022-12-01,22,28664,64069.32,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.71
TRK00038,2023-01-01,26,34754,75444.59,6.6,3,6528.12,1970-01-01 00:00:00.000000071,0.839
TRK00038,2023-02-01,22,27969,65000.71,6.77,1,1333.53,1970-01-01 00:00:00.000000024,0.786
TRK00038,2023-03-01,26,40621,89536.9,6.5,1,2113.12,1970-01-01 00:00:00.000000027,0.839
TRK00038,2023-04-01,30,36213,75604.87,6.58,1,3980.7,1970-01-01 00:00:00.000000021,1.0
TRK00038,2023-05-01,21,26441,57311.93,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.677
TRK00038,2023-06-01,21,35476,76164.01,6.67,0,0.0,1970-01-01 00:00:00.000000000,0.7
TRK00038,2023-07-01,24,32782,72740.16,6.53,2,4265.28,1970-01-01 00:00:00.000000010,0.774
TRK00038,2023-08-01,28,41500,90733.2,6.42,0,0.0,1970-01-01 00:00:00.000000000,0.903
TRK00038,2023-09-01,34,44334,95706.85,6.46,0,0.0,1970-01-01 00:00:00.000000000,1.133
TRK00038,2023-10-01,27,40024,88811.19,6.63,0,0.0,1970-01-01 00:00:00.000000000,0.871
TRK00038,2023-11-01,21,22803,51554.65,6.41,1,401.56,1970-01-01 00:00:00.000000043,0.7
TRK00038,2023-12-01,36,40335,90030.09,6.4,1,3528.8,1970-01-01 00:00:00.000000027,1.161
TRK00038,2024-01-01,20,32870,70317.57,6.46,1,1054.81,1970-01-01 00:00:00.000000004,0.645
TRK00038,2024-02-01,19,24030,52986.79,6.7,0,0.0,1970-01-01 00:00:00.000000000,0.655
TRK00038,2024-03-01,30,53175,112381.05,6.49,0,0.0,1970-01-01 00:00:00.000000000,0.968
TRK00038,2024-04-01,29,43627,87472.91,6.73,1,1277.18,1970-01-01 00:00:00.000000016,0.967
TRK00038,2024-05-01,20,22509,51219.93,6.43,0,0.0,1970-01-01 00:00:00.000000000,0.645
TRK00038,2024-06-01,27,42867,96292.43,6.68,3,5243.85,1970-01-01 00:00:00.000000097,0.9
TRK00038,2024-07-01,17,21937,51953.45,6.28,0,0.0,1970-01-01 00:00:00.000000000,0.548
TRK00038,2024-08-01,21,30366,65045.76,6.47,3,7734.02,1970-01-01 00:00:00.000000102,0.677
TRK00038,2024-09-01,32,55718,126177.84,6.46,2,4177.48,1970-01-01 00:00:00.000000055,1.067
TRK00038,2024-10-01,37,41487,87362.86,6.61,1,2561.96,1970-01-01 00:00:00.000000039,1.194
TRK00038,2024-11-01,15,19078,41261.91,6.72,1,2444.43,1970-01-01 00:00:00.000000045,0.5
